Common_name,Year,Count,Image,Fact
Adelie penguin,1972,1500.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,1973,1700.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,1974,1500.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,1975,1700.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,1976,1500.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,1977,1750.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,1978,1500.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,1979,1200.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,1980,2100.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,1981,1500.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,1982,2000.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,1983,2317.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,1984,2460.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,1985,3246.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,1986,3252.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,1987,3986.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,1988,3604.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,1989,2817.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,1990,2651.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,1991,3101.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,1992,3627.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,1993,3297.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,1994,3472.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,1995,3751.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,1996,3378.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,1997,3933.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,1998,3411.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,1999,3620.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,2000,2363.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,2001,1367.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,2002,2239.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,2003,1963.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,2004,2036.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,2005,2459.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,2006,2607.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,2007,2654.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,2008,1805.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,2009,2609.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,2010,2513.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,2011,2887.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,2012,3083.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
Adelie penguin,2013,2944.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg/600px-Hope_Bay-2016-Trinity_Peninsula%E2%80%93Ad%C3%A9lie_penguin_%28Pygoscelis_adeliae%29_04.jpg,Adelie penguins build nests out of small stones and are known for their exceptional swimming abilities.
American eel,1952,0.56,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/American_eel_%28Anguilla_rostrata%29_%284015394951%29.jpg/330px-American_eel_%28Anguilla_rostrata%29_%284015394951%29.jpg,"American eels are catadromous, meaning they live in freshwater but migrate to the ocean to spawn."
American eel,1953,1.14,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/American_eel_%28Anguilla_rostrata%29_%284015394951%29.jpg/330px-American_eel_%28Anguilla_rostrata%29_%284015394951%29.jpg,"American eels are catadromous, meaning they live in freshwater but migrate to the ocean to spawn."
American eel,1954,0.3,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/American_eel_%28Anguilla_rostrata%29_%284015394951%29.jpg/330px-American_eel_%28Anguilla_rostrata%29_%284015394951%29.jpg,"American eels are catadromous, meaning they live in freshwater but migrate to the ocean to spawn."
American eel,1955,0.57,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/American_eel_%28Anguilla_rostrata%29_%284015394951%29.jpg/330px-American_eel_%28Anguilla_rostrata%29_%284015394951%29.jpg,"American eels are catadromous, meaning they live in freshwater but migrate to the ocean to spawn."
American eel,1956,0.4,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/American_eel_%28Anguilla_rostrata%29_%284015394951%29.jpg/330px-American_eel_%28Anguilla_rostrata%29_%284015394951%29.jpg,"American eels are catadromous, meaning they live in freshwater but migrate to the ocean to spawn."
American eel,1957,0.25,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/American_eel_%28Anguilla_rostrata%29_%284015394951%29.jpg/330px-American_eel_%28Anguilla_rostrata%29_%284015394951%29.jpg,"American eels are catadromous, meaning they live in freshwater but migrate to the ocean to spawn."
American eel,1958,0.29,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/American_eel_%28Anguilla_rostrata%29_%284015394951%29.jpg/330px-American_eel_%28Anguilla_rostrata%29_%284015394951%29.jpg,"American eels are catadromous, meaning they live in freshwater but migrate to the ocean to spawn."
American eel,1959,2.01,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/American_eel_%28Anguilla_rostrata%29_%284015394951%29.jpg/330px-American_eel_%28Anguilla_rostrata%29_%284015394951%29.jpg,"American eels are catadromous, meaning they live in freshwater but migrate to the ocean to spawn."
American eel,1960,0.87,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/American_eel_%28Anguilla_rostrata%29_%284015394951%29.jpg/330px-American_eel_%28Anguilla_rostrata%29_%284015394951%29.jpg,"American eels are catadromous, meaning they live in freshwater but migrate to the ocean to spawn."
American eel,1961,0.34,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/American_eel_%28Anguilla_rostrata%29_%284015394951%29.jpg/330px-American_eel_%28Anguilla_rostrata%29_%284015394951%29.jpg,"American eels are catadromous, meaning they live in freshwater but migrate to the ocean to spawn."
American eel,1962,0.14,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/American_eel_%28Anguilla_rostrata%29_%284015394951%29.jpg/330px-American_eel_%28Anguilla_rostrata%29_%284015394951%29.jpg,"American eels are catadromous, meaning they live in freshwater but migrate to the ocean to spawn."
American eel,1963,0.45,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/American_eel_%28Anguilla_rostrata%29_%284015394951%29.jpg/330px-American_eel_%28Anguilla_rostrata%29_%284015394951%29.jpg,"American eels are catadromous, meaning they live in freshwater but migrate to the ocean to spawn."
American eel,1964,1.17,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/American_eel_%28Anguilla_rostrata%29_%284015394951%29.jpg/330px-American_eel_%28Anguilla_rostrata%29_%284015394951%29.jpg,"American eels are catadromous, meaning they live in freshwater but migrate to the ocean to spawn."
American eel,1965,0.87,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/American_eel_%28Anguilla_rostrata%29_%284015394951%29.jpg/330px-American_eel_%28Anguilla_rostrata%29_%284015394951%29.jpg,"American eels are catadromous, meaning they live in freshwater but migrate to the ocean to spawn."
American eel,1966,1.07,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/American_eel_%28Anguilla_rostrata%29_%284015394951%29.jpg/330px-American_eel_%28Anguilla_rostrata%29_%284015394951%29.jpg,"American eels are catadromous, meaning they live in freshwater but migrate to the ocean to spawn."
American eel,1967,1.02,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/American_eel_%28Anguilla_rostrata%29_%284015394951%29.jpg/330px-American_eel_%28Anguilla_rostrata%29_%284015394951%29.jpg,"American eels are catadromous, meaning they live in freshwater but migrate to the ocean to spawn."
American eel,1968,1.42,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/American_eel_%28Anguilla_rostrata%29_%284015394951%29.jpg/330px-American_eel_%28Anguilla_rostrata%29_%284015394951%29.jpg,"American eels are catadromous, meaning they live in freshwater but migrate to the ocean to spawn."
American eel,1969,0.62,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/American_eel_%28Anguilla_rostrata%29_%284015394951%29.jpg/330px-American_eel_%28Anguilla_rostrata%29_%284015394951%29.jpg,"American eels are catadromous, meaning they live in freshwater but migrate to the ocean to spawn."
